replay_idx,beatmap_name,mod_str,nm_stars,neg_loglik_FC,neg_loglik_acc
0,ZYTOKINE - Dancing Dollz feat. cold kiss - REDALiCE Remix [Extra],HD,5.378838080776566,1.7967248365849886,9.091788054485734
1,ayase rie - yuima-ru*world [Real's Insane],HD,4.3500049935773095,0.535669166760441,5.5220771932206505
2,Sunless Rise - Awakening [Untruth],NM,7.132570969348935,2.9601039262329447,11.65679889526401
3,Masatoshi Ono - departure! (TV Size) [Insane],HD,3.917636277139162,0.26515196680728365,2.9735837606956723
4,3aP9DKu_HayWHuku - no_100_Pu6Jleu [HayWHuku],NM,6.74610511110592,1.2869830721074107,1.2928086756939454
5,xi - Garyou Tensei [AngelHoney],HDV2,4.977903680729503,1.8650142974905477,7.697625330879461
6,07th Expansion - rog-limitation [Hard],DT,3.2459705008051523,0.8377721024385596,4.577690493165339
7,Ray - km/h (TV Size) [Gotta Go Fast!],NM,6.467316461886227,1.2266540961456895,4.765940081067263
8,senya - Saihate no Kotoba [Ghostly],HDDT,4.405434926881876,0.7318815957242717,10.496676147316752
9,m1v - you [insane],NM,4.299809195062088,0.6161549527502489,2.4016121286281886
10,TRUE - Soundscape [Skybleru's Hard],HDDT,3.553152404908584,1.0872027710305037,9.43326590932044
11,Fellowship - Glory Days [Relentless Heartache],NM,7.440694505672509,1.3596462137703091,7.515675489399711
12,Geri Halliwell - It's Raining Men [HP's Slip 'n Slide Mishap],NM,4.187495281240802,0.9484502766199499,9.007636174911761
13,DystopiaGround - AugoEidEs [oyasumi],HD,7.221914157087275,3.6086616650652252,9.420834901565742
14,:)  feat. KAFU - Egonomy [fleX],NM,6.59679785643529,3.590080869567792,8.320223926685388
15,UROBOROS - Black Swallowtail (TV Size) [Flezlin's Extra],NM,6.290803137541907,1.2115066616465195,5.355836938811412
16,Popek - Rhythmic Collapse [Rhytmusstorung],NM,7.460353471999598,5.054874340390187,8.144694624351207
17,Project Grimoire - Caliburne ~Story of the Legendary sword~ [Extra],HD,5.812359430586006,1.0975839138673957,6.830032478026915
18,Soushi Sakiyama - Uso Janai [Normal],HDDTHRSD,2.159150797726815,0.21681432484102603,6.93572363932476
19,Bliitzit - Team Magma & Aqua Leader Battle Theme (Unofficial) [Catastrophe],HD,6.413248499271901,1.8055574255853826,3.4279564504283004
20,RD-Sounds feat. Meramipop/nayuta - Shiten [Collab Extra Stage],HR,5.2172098223311085,0.5708917438259624,8.605952394575919
21,sumika - Fiction (TV Size) [Normal],NM,1.802802196874712,0.1370820872711156,2.6316090052339787
22,Imperial Circus Dead Decadence - Uta [Collab],NM,5.093824903114868,1.4784696527665775,11.527995190978096
